round,seed.1,name.1,link.1,seed.2,name.2,link.2,region,win_pct.1,srs.1,sos.1,win_pct_home.1,win_pct_away.1,win_pct_conf.1,pace.1,off_rtg.1,fta_per_fga_pct.1,fg3a_per_fga_pct.1,ts_pct.1,trb_pct.1,ast_pct.1,stl_pct.1,blk_pct.1,efg_pct.1,tov_pct.1,orb_pct.1,ft_rate.1,conf.1,fg_pg.1,fg_pct.1,fg2_pg.1,fg2_pct.1,fg3_pg.1,fg3_pct.1,ft_pg.1,ft_pct.1,orb_pg.1,drb_pg.1,trb_pg.1,ast_pg.1,stl_pg.1,blk_pg.1,tov_pg.1,pf_pg.1,pts_pg.1,fg_pg_opp.1,fg_pct_opp.1,fg2_pg_opp.1,fg2_pct_opp.1,fg3_pg_opp.1,fg3_pct_opp.1,ft_pg_opp.1,ft_pct_opp.1,orb_pg_opp.1,drb_pg_opp.1,trb_pg_opp.1,ast_pg_opp.1,stl_pg_opp.1,blk_pg_opp.1,tov_pg_opp.1,pf_pg_opp.1,pts_pg_opp.1,mp_bench_pct.1,pts_bench_pct.1,height_avg.1,height_max.1,exp_avg.1,rsci_pct.1,min_return.1,pts_return.1,win_pct.2,srs.2,sos.2,win_pct_home.2,win_pct_away.2,win_pct_conf.2,pace.2,off_rtg.2,fta_per_fga_pct.2,fg3a_per_fga_pct.2,ts_pct.2,trb_pct.2,ast_pct.2,stl_pct.2,blk_pct.2,efg_pct.2,tov_pct.2,orb_pct.2,ft_rate.2,conf.2,fg_pg.2,fg_pct.2,fg2_pg.2,fg2_pct.2,fg3_pg.2,fg3_pct.2,ft_pg.2,ft_pct.2,orb_pg.2,drb_pg.2,trb_pg.2,ast_pg.2,stl_pg.2,blk_pg.2,tov_pg.2,pf_pg.2,pts_pg.2,fg_pg_opp.2,fg_pct_opp.2,fg2_pg_opp.2,fg2_pct_opp.2,fg3_pg_opp.2,fg3_pct_opp.2,ft_pg_opp.2,ft_pct_opp.2,orb_pg_opp.2,drb_pg_opp.2,trb_pg_opp.2,ast_pg_opp.2,stl_pg_opp.2,blk_pg_opp.2,tov_pg_opp.2,pf_pg_opp.2,pts_pg_opp.2,mp_bench_pct.2,pts_bench_pct.2,height_avg.2,height_max.2,exp_avg.2,rsci_pct.2,min_return.2,pts_return.2
1,6,Clemson,/cbb/schools/clemson/men/2024.html,11,New Mexico,/cbb/schools/new-mexico/men/2024.html,2,0.656,14.91,8.82,0.75,0.5,0.55,67.5,113.7,0.306,0.402,0.576,52.3,53.4,6.6,11.2,0.539,13.1,27.7,0.242,acc,27.4,.468,19.1,.545,8.3,.354,14.2,.790,9.2,27.2,36.4,14.7,4.5,3.9,10.2,15.8,77.4,24.7,.418,16.6,.471,8.2,.340,13.7,.744,9.2,24.0,33.2,10.9,6.1,2.4,9.3,15.9,71.3,0.3050085284540239,0.19943480016148568,78.5,82,3.1666666666666665,0.16666666666666666,63.3,61.3,0.743,16.02,5.46,0.8125,0.45454545454545453,0.5555555555555556,72.5,112.6,0.33,0.302,0.542,52.9,49.4,12.1,13.4,0.51,11.7,33.3,0.234,mwc,29.9,.460,23.4,.514,6.6,.334,15.3,.709,12.7,26.9,39.6,14.8,8.8,5.0,9.9,17.6,81.7,24.8,.422,18.3,.490,6.5,.303,14.4,.731,9.8,25.5,35.3,13.4,5.8,4.3,14.1,18.1,70.5,0.3461868037703513,0.263986013986014,77.5,82,2.6666666666666665,0,43.4,51.9
1,3,Baylor,/cbb/schools/baylor/men/2024.html,14,Colgate,/cbb/schools/colgate/men/2024.html,2,0.697,20.22,11.41,0.8823529411764706,0.4444444444444444,0.6111111111111112,66.9,117.6,0.397,0.38,0.592,54.6,53.7,9.8,8.8,0.557,15.1,36,0.293,big-12,27.7,.483,19.2,.541,8.5,.388,16.8,.736,11.4,23.8,35.2,14.8,6.7,3.2,12.1,16.5,80.5,25.9,.454,19.0,.519,6.9,.337,12.5,.731,9.0,20.3,29.3,13.7,7.0,3.4,12.0,19.2,71.2,0.27314471930084433,0.24642588412340105,77.5,82,2.6666666666666665,0.5,35.9,31.7,0.735,0.07,-6.08,0.8125,0.6666666666666666,0.8888888888888888,66.5,107.5,0.274,0.384,0.56,52.1,57,9.6,10.1,0.539,14.2,25.2,0.186,patriot,26.6,.470,18.7,.538,7.9,.361,10.5,.681,8.1,27.8,35.9,15.1,6.4,3.5,10.6,13.4,71.5,23.6,.408,16.7,.481,6.9,.298,9.3,.669,8.9,24.2,33.0,12.6,5.6,2.5,11.2,14.3,63.2,0.38991028092366525,0.3755656108597285,78.16666666666667,83,3.1666666666666665,0,68.2,68.1
1,7,Dayton,/cbb/schools/dayton/men/2024.html,10,Nevada,/cbb/schools/nevada/men/2024.html,2,0.774,13.55,5.1,1,0.5454545454545454,0.7777777777777778,64.6,115.3,0.372,0.446,0.598,50.7,58.3,8.3,11.3,0.567,14.1,26.8,0.273,atlantic-10,25.4,.477,15.8,.538,9.5,.402,14.5,.734,8.2,25.5,33.7,14.8,5.4,4.0,10.2,13.4,74.7,24.6,.415,17.0,.482,7.6,.317,9.5,.733,10.5,22.3,32.8,12.5,5.7,3.0,10.2,16.6,66.3,0.23682519280205655,0.18774277082434182,76.5,82,2.8333333333333335,0.16666666666666666,48.6,50.5,0.788,13.38,4.76,0.8823529411764706,0.7272727272727273,0.7222222222222222,67,113.6,0.454,0.335,0.576,51.3,58.2,9.3,11.1,0.536,13.1,27.7,0.327,mwc,25.9,.475,19.3,.530,6.7,.365,17.9,.721,8.9,25.5,34.5,15.1,6.2,3.6,10.0,17.7,76.4,23.3,.417,15.9,.488,7.4,.318,13.2,.696,9.5,23.2,32.7,12.9,4.9,2.4,11.9,21.3,67.1,0.28935849056603774,0.253766851704996,78,82,3.6666666666666665,0,68.4,67.7
1,2,Arizona,/cbb/schools/arizona/men/2024.html,15,Long Beach St.,/cbb/schools/long-beach-state/men/2024.html,2,0.758,25.35,9.65,0.9375,0.6363636363636364,0.75,73.3,117.8,0.367,0.326,0.58,57.1,59.1,11.1,9,0.55,13.7,36.3,0.264,pac-12,31.5,.489,23.7,.546,7.8,.371,17.0,.719,13.2,29.4,42.6,18.6,8.3,3.5,12.0,16.3,87.9,26.4,.423,18.5,.478,8.0,.334,11.4,.711,8.8,23.2,32.1,13.9,7.0,3.8,13.5,19.2,72.2,0.30300327088908713,0.2570640937284631,77.5,84,3.3333333333333335,0.5,39.9,39.1,0.6,-0.98,-1.59,0.6153846153846154,0.5625,0.5,72.7,106.1,0.384,0.286,0.531,52.1,55.6,10.9,12.3,0.491,14.7,33.4,0.273,big-west,27.7,.447,22.2,.503,5.5,.308,16.9,.711,12.4,26.2,38.5,15.4,8.0,4.2,12.6,17.3,77.7,26.3,.432,17.1,.499,9.2,.345,13.9,.723,10.8,24.7,35.5,15.5,7.0,2.6,13.8,20.3,75.7,0.29645390070921984,0.21425946343256155,76,81,3.1666666666666665,0,74.1,75.6
1,1,Houston,/cbb/schools/houston/men/2024.html,16,Longwood,/cbb/schools/longwood/men/2024.html,3,0.882,26.36,10.3,1,0.7,0.8333333333333334,64.2,113,0.299,0.366,0.526,52.7,49.1,15.5,16.1,0.497,11.4,36.9,0.208,big-12,26.4,.434,18.6,.484,7.7,.347,12.6,.694,13.7,24.0,37.6,12.9,10.0,4.7,8.9,17.8,73.0,18.9,.379,12.8,.434,6.1,.300,13.0,.670,10.4,23.4,33.8,11.4,5.1,2.9,15.9,16.0,57.0,0.3182481751824818,0.2351993556182038,76.16666666666667,80,3.3333333333333335,0.16666666666666666,50.3,46.3,0.618,-1.47,-5.57,0.8125,0.375,0.375,68.3,109.4,0.392,0.287,0.538,56.7,47.7,10.2,7.8,0.505,15.1,38.7,0.267,big-south,27.0,.456,21.1,.501,5.8,.343,15.8,.681,13.7,25.3,39.0,12.9,7.1,2.6,12.5,18.3,75.6,23.7,.436,16.3,.498,7.4,.343,13.1,.690,8.1,21.7,29.8,11.8,6.2,2.9,13.8,19.6,67.9,0.3421739130434783,0.3690151810042818,77,83,3.1666666666666665,0,43.1,39.4
1,8,Nebraska,/cbb/schools/nebraska/men/2024.html,9,Texas A&M,/cbb/schools/texas-am/men/2024.html,3,0.697,15.12,7.64,0.9473684210526315,0.2727272727272727,0.6,69.3,110.8,0.324,0.445,0.567,50.5,57.2,9,7.2,0.532,14,27.8,0.244,big-ten,26.8,.452,17.4,.527,9.5,.358,14.5,.754,9.7,28.3,37.9,15.3,6.3,2.6,11.1,15.8,77.6,24.8,.397,16.5,.452,8.3,.319,12.1,.699,12.1,25.1,37.2,13.1,6.2,3.6,11.5,16.1,70.1,0.3653385260635111,0.32109375,77.33333333333333,81,3,0.16666666666666666,48.8,50.9,0.588,13.06,9.09,0.6666666666666666,0.5,0.5,67.5,110.5,0.382,0.381,0.499,55.8,44.5,10.5,9,0.454,11.4,42,0.271,sec,25.4,.399,18.5,.470,6.9,.284,17.2,.709,17.3,25.4,42.7,11.3,7.1,2.9,9.6,16.6,74.8,24.6,.425,15.8,.494,8.8,.339,12.8,.707,9.9,23.9,33.8,14.7,5.3,5.3,11.4,19.6,70.8,0.32297772567409144,0.3031852143138026,76.16666666666667,79,3.1666666666666665,0.3333333333333333,76.2,82.1
1,5,Wisconsin,/cbb/schools/wisconsin/men/2024.html,12,James Madison,/cbb/schools/james-madison/men/2024.html,3,0.647,16.89,11.45,0.8235294117647058,0.25,0.55,65.7,112.5,0.335,0.355,0.561,52.7,47.4,9.3,4.5,0.524,12.8,30.3,0.253,big-ten,26.6,.463,19.5,.526,7.1,.348,14.5,.755,10.0,24.0,34.1,12.6,6.2,1.6,9.8,16.3,74.7,24.8,.456,17.9,.500,6.9,.372,12.7,.718,7.5,23.0,30.6,11.7,4.9,4.0,11.3,18.2,69.3,0.27534545454545456,0.23700787401574802,78,84,2.6666666666666665,0.16666666666666666,89.5,92,0.912,8.68,-4.81,0.9333333333333333,0.8571428571428571,0.8333333333333334,71.8,116.2,0.334,0.38,0.576,53.5,54.1,12.4,8,0.549,12.8,32.7,0.236,sun-belt,30.3,.480,21.6,.551,8.8,.365,14.9,.708,11.6,27.3,38.9,16.4,9.0,3.0,10.8,17.2,84.4,24.3,.413,18.3,.481,6.0,.288,14.6,.731,9.9,23.8,33.8,10.3,5.8,3.4,14.4,17.2,69.2,0.3542757417102967,0.29114365411436544,77.66666666666667,81,3.3333333333333335,0,47.8,49.4
1,4,Duke,/cbb/schools/duke/men/2024.html,13,Vermont,/cbb/schools/vermont/men/2024.html,3,0.75,20.24,7.84,0.8333333333333334,0.6363636363636364,0.75,67.7,117.9,0.338,0.373,0.581,53.7,54,9.5,9.9,0.552,12.4,31.9,0.244,acc,28.5,.482,20.2,.544,8.3,.377,14.4,.722,10.5,26.0,36.5,15.4,6.4,3.7,9.7,15.8,79.8,24.9,.432,18.3,.491,6.7,.326,11.0,.690,9.1,22.5,31.5,12.7,5.3,4.4,11.4,16.1,67.4,0.27703125,0.1929549902152642,77.66666666666667,84,2,1,73.6,77.9,0.824,2.92,-3.89,0.9411764705882353,0.7142857142857143,0.9375,65.6,109.9,0.291,0.445,0.56,50.9,53,8.8,10.7,0.533,12.4,23.2,0.21,america-east,25.9,.456,17.2,.547,8.7,.344,11.9,.720,7.7,27.2,34.9,13.7,5.8,3.9,9.1,13.8,72.3,23.1,.406,16.7,.457,6.4,.314,10.4,.715,8.2,25.4,33.7,9.8,5.0,3.2,10.1,15.2,63.0,0.4003808965719309,0.3574623830825539,77,80,3.3333333333333335,0,42,43.3
1,6,Texas Tech,/cbb/schools/texas-tech/men/2024.html,11,NC State,/cbb/schools/north-carolina-state/men/2024.html,3,0.697,15.98,9.74,0.8823529411764706,0.4,0.6111111111111112,67.2,112,0.346,0.411,0.569,50.9,57,9,7,0.528,14.4,30.2,0.269,big-12,25.8,.453,17.3,.515,8.5,.365,15.3,.778,9.9,25.1,35.0,14.7,6.1,2.5,11.2,14.8,75.6,25.4,.428,17.9,.496,7.4,.321,11.2,.710,10.9,22.8,33.8,11.9,5.9,3.4,11.5,17.2,69.3,0.2616568583069262,0.23456295108259823,76.5,84,3.1666666666666665,0.16666666666666666,32.7,28,0.611,11.57,7.91,0.7058823529411765,0.36363636363636365,0.45,68.8,109.8,0.325,0.334,0.543,49.2,46.9,10.7,9.3,0.508,12,28.6,0.238,acc,27.4,.450,20.3,.501,7.1,.347,14.5,.734,10.4,24.6,35.0,12.8,7.4,3.5,9.6,16.4,76.4,25.9,.443,18.7,.496,7.2,.348,13.7,.732,10.2,25.9,36.1,13.0,5.2,3.1,12.5,16.2,72.7,0.3063917525773196,0.24081484176064022,76.83333333333333,82,3.8333333333333335,0.16666666666666666,42.6,40.3
1,3,Kentucky,/cbb/schools/kentucky/men/2024.html,14,Oakland,/cbb/schools/oakland/men/2024.html,3,0.719,17.63,7.88,0.7777777777777778,0.7,0.7222222222222222,74,119.4,0.304,0.373,0.604,50.6,54.6,10.3,16.1,0.574,12.6,28.9,0.235,sec,32.2,.497,22.2,.547,9.9,.412,15.2,.773,10.0,27.5,37.6,17.6,7.7,6.3,10.7,17.5,89.4,27.8,.429,19.4,.498,8.4,.326,15.6,.720,12.0,24.7,36.7,14.5,6.4,3.6,12.0,17.0,79.7,0.3567567567567568,0.27113906359189377,76.83333333333333,81,2,0.8333333333333334,18.6,22.8,0.676,1.6,-1.9,0.7692307692307693,0.5625,0.75,68.2,110.4,0.309,0.407,0.557,51.2,53.9,9.7,7.9,0.521,14.1,30.5,0.234,horizon,26.9,.450,18.4,.517,8.6,.351,14.0,.758,10.5,25.3,35.8,14.5,6.7,2.8,11.2,15.1,76.4,26.4,.437,18.0,.505,8.3,.339,11.9,.735,10.2,24.0,34.2,16.4,6.1,2.9,11.3,16.4,72.9,0.30265255834178867,0.24480369515011546,76.5,82,3.5,0.16666666666666666,59.8,55.5
1,7,Florida,/cbb/schools/florida/men/2024.html,10,NA,NA,3,0.706,15.82,8.46,0.9333333333333333,0.3,0.6111111111111112,72.9,115.5,0.386,0.349,0.555,54.4,50.6,8.9,12.1,0.52,13.3,37.8,0.275,sec,29.9,.459,22.1,.520,7.9,.346,17.9,.711,14.8,28.0,42.8,15.1,6.6,5.2,11.8,18.4,85.7,28.0,.434,21.2,.487,6.8,.323,15.5,.703,11.5,24.4,35.9,11.4,7.5,3.9,10.7,19.4,78.3,0.3128790066416402,0.23412289735667696,78.16666666666667,83,2.8333333333333335,0.16666666666666666,27.1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Marquette,/cbb/schools/marquette/men/2024.html,15,W Kentucky,/cbb/schools/western-kentucky/men/2024.html,3,0.735,19.58,10.99,0.875,0.5833333333333334,0.7,69.3,112.6,0.256,0.405,0.573,48,54.3,12.3,9.8,0.551,12.7,26,0.183,big-east,29.1,.478,20.3,.560,8.9,.358,11.1,.715,8.8,24.0,32.8,15.8,8.6,3.2,9.9,15.4,78.3,24.5,.424,16.2,.492,8.4,.336,12.3,.753,10.7,24.9,35.6,14.5,5.6,3.1,14.7,14.6,69.7,0.3208791208791209,0.22238918106686703,76.83333333333333,81,3.1666666666666665,0.3333333333333333,84.7,83.7,0.667,1.44,-3.4,0.8571428571428571,0.46153846153846156,0.5,76,106,0.335,0.32,0.554,52.1,45.1,10.2,8.6,0.522,15.9,28.8,0.241,cusa,29.3,.468,22.5,.528,6.8,.340,15.1,.719,10.5,29.3,39.8,13.2,7.7,3.2,13.7,18.5,80.6,25.9,.413,17.9,.478,8.1,.316,14.1,.693,10.6,25.9,36.5,12.8,7.2,4.1,14.2,18.2,74.1,0.40977898879806235,0.35652500940203086,78.33333333333333,82,3.6666666666666665,0.16666666666666666,23.7,22.4
1,1,Purdue,/cbb/schools/purdue/men/2024.html,16,NA,NA,4,0.879,24.78,11.54,1,0.7,0.85,69,119.6,0.428,0.35,0.593,57.7,64.5,8.1,9.6,0.56,14,37.4,0.309,big-ten,28.5,.488,20.2,.532,8.3,.408,18.0,.721,12.2,28.2,40.4,18.4,5.7,3.8,11.5,14.4,83.4,26.2,.419,18.9,.481,7.3,.314,10.4,.724,9.3,20.4,29.6,14.4,6.8,2.3,9.8,20.7,70.2,0.29872659176029964,0.20021802325581395,78,88,3,0.16666666666666666,83.8,86.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,Utah St.,/cbb/schools/utah-state/men/2024.html,9,TCU,/cbb/schools/texas-christian/men/2024.html,4,0.818,12.17,4.75,0.9333333333333333,0.6666666666666666,0.7777777777777778,69.1,113.7,0.393,0.331,0.58,52.9,57.4,9.6,11,0.548,14,29.3,0.281,mwc,28.6,.493,22.2,.573,6.3,.331,16.3,.715,9.7,26.6,36.3,16.4,6.8,4.1,11.2,17.0,79.8,25.6,.436,19.4,.523,6.2,.286,13.0,.727,9.0,23.4,32.3,12.5,6.4,2.3,11.9,18.8,70.3,0.2571258021190867,0.21344473984048615,77.5,84,2.8333333333333335,0.3333333333333333,NA,NA,0.636,15.67,7.67,0.75,0.5454545454545454,0.5,70.6,110.6,0.351,0.302,0.554,53.2,59.8,12.6,10.2,0.519,15.2,35.5,0.256,big-12,28.5,.465,21.9,.512,6.6,.356,15.7,.730,12.5,24.5,37.0,17.0,9.1,3.8,12.8,17.6,79.2,25.3,.446,18.7,.509,6.5,.328,14.2,.699,9.8,22.7,32.5,14.2,6.8,3.7,14.9,17.8,71.2,0.3411431129682137,0.3101338432122371,76.83333333333333,79,3.8333333333333335,0.16666666666666666,50,50.8
1,5,Gonzaga,/cbb/schools/gonzaga/men/2024.html,12,McNeese,/cbb/schools/mcneese-state/men/2024.html,4,0.781,17.32,3.03,0.8666666666666667,0.8,0.875,70.2,120.9,0.312,0.312,0.596,55.2,51.7,9.9,10.3,0.572,12.1,34,0.225,wcc,32.0,.516,25.2,.590,6.8,.354,14.0,.721,10.9,28.0,38.9,16.6,6.9,4.0,9.8,15.7,84.9,25.0,.405,17.4,.447,7.6,.334,11.3,.722,10.3,21.3,31.6,11.9,5.5,2.7,11.5,17.0,69.0,0.25019534302234725,0.26325478645066275,78.5,82,2.8333333333333335,0.5,34.5,28.3,0.909,7.16,-7.26,1,0.7857142857142857,0.9444444444444444,67.5,119.1,0.377,0.337,0.584,52.6,52.2,15.4,12.4,0.558,12.4,33.7,0.26,southland,28.8,.493,21.2,.546,7.6,.388,15.2,.691,11.2,25.0,36.1,15.0,10.4,3.4,9.8,17.3,80.4,20.6,.385,12.5,.452,8.2,.314,12.1,.710,10.6,21.9,32.6,12.1,4.6,3.2,16.5,18.0,61.5,0.3169216785335555,0.2528259231348907,76.5,79,3.1666666666666665,0,27.6,32.2
1,4,Kansas,/cbb/schools/kansas/men/2024.html,13,Samford,/cbb/schools/samford/men/2024.html,4,0.688,17.63,11.73,0.9375,0.3,0.5555555555555556,69.7,107.5,0.323,0.297,0.568,51.7,67,10.4,11,0.537,14.9,25.3,0.235,big-12,28.1,.488,22.4,.556,5.6,.329,13.5,.727,8.0,27.9,36.0,18.8,7.3,3.9,11.6,14.6,75.3,24.3,.404,16.0,.454,8.3,.332,11.8,.701,9.9,23.7,33.6,12.4,6.9,2.8,11.8,16.2,68.7,0.2494553376906318,0.18147840531561463,78.66666666666667,85,3.1666666666666665,0.3333333333333333,46.9,40.7,0.853,6.26,-3.71,1,0.6153846153846154,0.8333333333333334,74.3,115.8,0.357,0.41,0.601,50.1,58.2,13.5,10.8,0.573,15.6,30.7,0.26,southern,30.1,.493,20.3,.562,9.9,.393,15.9,.728,10.5,25.3,35.8,17.5,10.0,3.8,13.2,19.0,86.0,25.4,.429,17.4,.489,8.0,.338,15.2,.688,11.9,23.7,35.6,13.5,7.9,3.8,16.6,19.0,73.9,0.47184237612115865,0.47177557304139583,76.16666666666667,81,3.6666666666666665,0.16666666666666666,49.8,50.2
1,6,South Carolina,/cbb/schools/south-carolina/men/2024.html,11,Oregon,/cbb/schools/oregon/men/2024.html,4,0.788,11.55,6.49,0.8235294117647058,0.7272727272727273,0.7222222222222222,64.7,110.4,0.318,0.41,0.54,52.3,60.4,7.4,8.2,0.508,13.1,33.1,0.227,sec,25.5,.439,17.5,.511,8.0,.335,13.2,.714,11.5,24.4,35.9,15.4,4.8,3.2,10.1,16.0,72.0,24.2,.427,18.2,.468,5.9,.336,12.7,.730,9.5,23.2,32.7,11.4,5.8,4.6,9.8,16.4,67.0,0.34716583972334986,0.3281447202355911,77,80,3,0.16666666666666666,52.8,43.5,0.676,12.26,8.79,0.8125,0.5454545454545454,0.6,68.6,109.4,0.323,0.367,0.549,50.3,50.7,10.5,9.8,0.518,13,28.7,0.231,pac-12,27.1,.457,19.8,.527,7.3,.336,13.7,.715,9.9,24.3,34.2,13.8,7.2,3.6,10.2,16.5,75.3,25.7,.453,18.7,.515,7.0,.344,13.4,.722,9.0,24.7,33.7,12.9,5.4,3.5,12.4,17.6,71.9,0.3423833284414441,0.3553299492385787,77.5,83,2.6666666666666665,0.3333333333333333,41.6,46.7
1,3,Creighton,/cbb/schools/creighton/men/2024.html,14,Akron,/cbb/schools/akron/men/2024.html,4,0.719,20.03,9.22,0.875,0.6153846153846154,0.7,67.9,116.3,0.245,0.489,0.6,53.1,58.6,5.7,8.6,0.575,13.6,25.9,0.191,big-east,29.2,.486,18.6,.606,10.6,.361,11.5,.781,8.3,29.6,37.9,17.1,4.0,4.1,10.6,11.3,80.5,27.8,.420,22.0,.457,5.8,.322,8.4,.787,9.7,23.8,33.5,11.4,6.1,2.8,7.8,14.7,69.7,0.21164750957854406,0.15638339154055103,77.83333333333333,84,3.5,0.3333333333333333,63,64.8,0.706,3.02,-2.52,0.9285714285714286,0.5384615384615384,0.7222222222222222,67,110.1,0.326,0.428,0.558,53.3,50.2,8.4,8.1,0.526,14.7,30.9,0.237,mac,26.2,.456,18.1,.551,8.1,.328,13.6,.728,10.4,26.4,36.8,13.1,5.6,2.9,11.4,16.6,74.0,24.3,.427,18.0,.503,6.3,.297,10.9,.686,8.9,23.3,32.2,11.2,6.0,2.4,11.5,17.3,65.9,0.33895076201641267,0.2634088200238379,77.33333333333333,81,3.8333333333333335,0,59,56.5
1,7,Texas,/cbb/schools/texas/men/2024.html,10,NA,NA,4,0.625,16.05,9.4,0.7777777777777778,0.4,0.5,68.2,111.8,0.304,0.348,0.57,50.7,56.5,10.5,11.7,0.537,14.5,30.5,0.23,big-12,27.8,.474,20.4,.533,7.4,.362,13.5,.757,10.1,24.4,34.6,15.7,7.2,4.5,11.4,17.5,76.5,24.6,.433,18.2,.474,6.4,.349,14.3,.719,10.5,23.1,33.6,11.7,6.3,3.4,12.7,16.3,69.9,0.3148148148148148,0.36423029808084934,77.33333333333333,83,3.5,0.5,43.2,36.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,Tennessee,/cbb/schools/tennessee/men/2024.html,15,Saint Peter's,/cbb/schools/saint-peters/men/2024.html,4,0.75,21.8,10.2,0.875,0.7272727272727273,0.7777777777777778,70.6,112.5,0.343,0.413,0.553,52.4,61.2,11.2,13.6,0.515,12.5,32.4,0.257,sec,27.4,.444,18.7,.516,8.7,.342,15.9,.749,11.7,27.1,38.8,16.8,7.9,4.7,10.3,17.4,79.5,22.8,.389,15.2,.443,7.6,.314,14.8,.707,10.8,24.4,35.2,11.3,6.6,2.9,13.3,18.3,67.9,0.2946875,0.24459300039323634,76.5,83,3.5,0.3333333333333333,58.2,56.2,0.594,-4.12,-6,0.6153846153846154,0.5,0.6,65.4,99.5,0.391,0.319,0.497,51.8,49.3,11,12.6,0.45,16.2,35.1,0.279,maac,22.0,.397,16.1,.427,5.9,.332,15.5,.713,12.6,23.0,35.6,10.8,7.2,4.3,12.8,19.3,65.3,21.3,.414,15.6,.462,5.7,.322,15.3,.699,9.8,23.3,33.1,10.8,6.6,4.0,13.6,18.6,63.4,0.3733852140077821,0.36250597800095646,76.83333333333333,79,2.5,0,40.2,32.1
